,rest_name,rest_category,rest_number,rest_address,rest_location,rest_rating,rest_density,recommend
194,종로화덕,한식,02 5382393,서울특별시 강남구 삼성동 145-2번지 지상12층 ,"[37.5128925, 127.0541042]",78.67,4.57,26.799999999999997
195,전주순대,한식,02554 3747,서울특별시 강남구 삼성동 143-19번지 ,"[37.506555, 127.052707]",65.78,91.61,83.86099999999999
196,사또족발,한식,02 5678561,서울특별시 강남구 삼성동 119-0번지 ,"[37.5125979, 127.0527607]",99.56,54.74,68.18599999999999
197,오시오,한식,02 5404793,서울특별시 강남구 삼성동 79-0번지 ,"[37.5199625, 127.0595683]",75.04,29.67,43.281
198,남원추어탕,한식,025699 312,서울특별시 강남구 역삼동 738-18번지 ,"[37.4983003, 127.0367521]",98.51,24.26,46.535
199,거자필반,한식,02 5695444,서울특별시 강남구 역삼동 677-1,"[37.50302020000001, 127.0395428]",94.48,44.25,59.319
200,아띠랑스,한식,02 560 2222,서울특별시 강남구 역삼동 701번지 ,"[37.5038913, 127.0429552]",68.22,5.08,24.022
201,감나무집,한식,02 5692154,서울특별시 강남구 역삼동 830-29번지 1층 ,"[37.4942992, 127.0318515]",94.58,63.86,73.076
202,이상청담2호점,한식,02 5158978,서울특별시 강남구 청담동 123-44번지 ,"[37.5254009, 127.0500726]",70.45,60.46,63.456999999999994
203,남도애찬,한식,02  571 3690,서울특별시 강남구 역삼동 830-27번지 지상1층 ,"[37.4940619, 127.0318059]",55.15,90.74,80.06299999999999
204,전주콩나물국밥,한식,02 5493300,서울특별시 강남구 역삼동 823-0번지 ,"[37.4976831, 127.0324384]",67.4,59.45,61.83500000000001
205,노란상 소갈비 강남직영점,일식,02 5652145,서울특별시 강남구 역삼동 823-6번지 ,"[37.4983268, 127.0320539]",84.88,72.82,76.43799999999999
206,어방참치,일식,02 5582986,서울특별시 강남구 대치동 956-21,"[37.5058361, 127.0601719]",68.27,35.99,45.674
207,멕시칸,분식,02 5624587,서울특별시 강남구 대치동 912-24번지 ,"[37.5024811, 127.058539]",73.28,66.64,68.63199999999999
208,강창구찹쌀진순대논현역점,한식,02 5119412,서울특별시 강남구 논현동 49-9번지 ,"[37.5126202, 127.0215703]",58.86,57.45,57.87299999999999
209,굿나잇 썬,한식,02 5580010,서울특별시 강남구 역삼동 810-9번지 ,"[37.5029706, 127.0263288]",65.98,30.95,41.459
210,정가네부엌,분식,02 5715640,서울특별시 강남구 개포동 1240-4번지 ,"[37.4787484, 127.0451969]",93.87,52.49,64.904
211,김가네,분식,02 5291508,서울특별시 강남구 개포동 159-10번지 ,"[37.4827204, 127.0616341]",94.28,16.03,39.504999999999995
212,오울,한식,02 5743912,서울특별시 강남구 개포동 1229-17번지 ,"[37.47628539999999, 127.0470417]",88.33,9.62,33.233
213,장독묵은지,분식,02 4451444,서울특별시 강남구 개포동 186-1번지 ,"[37.48865, 127.0668327]",55.62,33.35,40.031
214,하나샤브정,한식,02 5387114,서울특별시 강남구 삼성동 152-9번지 지상1층 ,"[37.5105149, 127.0558343]",63.08,74.3,70.934
215,만리향,중국식,02 5697179,서울특별시 강남구 역삼동 659-11번지 ,"[37.5061535, 127.0350565]",98.92,48.87,63.88499999999999
216,옛고을장원김밥,분식,02 5540333,서울특별시 강남구 역삼동 672-27번지 ,"[37.5031503, 127.0391373]",61.02,20.04,32.334
217,사또치킨,분식,02 5442879,서울특별시 강남구 청담동 5-29번지 ,"[37.5231842, 127.0449227]",79.48,48.71,57.941
218,소풍나온산오징어,분식,02 5692176,서울특별시 강남구 역삼동 834-103번지 ,"[37.4937035, 127.0353592]",53.26,59.56,57.67
219,이모네손칼국수,분식,02 5384538,서울특별시 강남구 역삼동 778-33번지 1층 ,"[37.4963069, 127.0444882]",50.15,28.75,35.17
220,교동전선생 학동점,분식,02   00000,서울특별시 강남구 논현동 37-16번지 ,"[37.5145982, 127.0297794]",52.5,41.76,44.982
221,사조참치삼성점,일식,02 5614504,서울특별시 강남구 대치동 996-16번지 ,"[37.5082452, 127.0654668]",96.7,89.21,91.457
222,별난횟집,일식,02   00000,서울특별시 강남구 도곡동 425-7,"[37.4817646, 127.0433426]",54.9,47.48,49.705999999999996
223,맛나분식,분식,02 5164708,서울특별시 강남구 삼성동 145-1번지 ,"[37.5128179, 127.0539027]",96.3,53.74,66.508
224,동천홍 역삼점,일식,02 5535711,서울특별시 강남구 역삼동 837-31번지 지상2층 ,"[37.4914225, 127.032108]",66.02,37.04,45.733999999999995
225,부어치킨 역삼스타타워점,분식,02 5012726,서울특별시 강남구 역삼동 740-3번지 ,"[37.498301, 127.0354086]",56.23,23.1,33.039
226,미향,한식,02 5578564,서울특별시 강남구 대치동 986-4번지 ,"[37.5007973, 127.0644705]",67.71,81.88,77.62899999999999
227,피카소,경양식,02 5628439,서울특별시 강남구 삼성동 165-0번지 ,"[37.5139304, 127.0641686]",53.55,59.52,57.729
228,수,경양식,02 5667093,서울특별시 강남구 역삼동 771-7번지 ,"[37.4975486, 127.0431549]",61.44,43.6,48.952
229,날아라 곱창,한식,02 5174524,서울특별시 강남구 논현동 37-16번지 2층 ,"[37.5145982, 127.0297794]",79.88,41.88,53.28
230,더차이홍,중국식,02 5655514,서울특별시 강남구 삼성동 158-7번지 ,"[37.5081948, 127.0582195]",94.75,96.08,95.681
231,루안,중국식,02 5625566,서울특별시 강남구 역삼동 726번지 ,"[37.4989629, 127.0383428]",72.15,42.79,51.598
232,맛고을,한식,02 5158467,서울특별시 강남구 청담동 5-29번지 ,"[37.5231842, 127.0449227]",98.81,81.81,86.91
233,수차이나,중국식,02 5187969,서울특별시 강남구 신사동 577-9번지 ,"[37.5252229, 127.0267773]",99.11,25.82,47.806999999999995
234,만리향,중국식,02  556 6305,서울특별시 강남구 역삼동 734-11번지 ,"[37.4967191, 127.0398655]",65.77,97.6,88.05099999999999
235,자금성,중국식,02 5787152,서울특별시 강남구 개포동 1190-8번지 ,"[37.4732872, 127.0498948]",95.59,83.61,87.204
236,미래향,중국식,02  564 6133,서울특별시 강남구 대치동 941-27번지 ,"[37.4985196, 127.0588217]",54.1,19.58,29.936
237,북경,중국식,02 5789958,서울특별시 강남구 개포동 1225-4번지 ,"[37.475645, 127.048298]",78.83,86.68,84.325
238,달수네 부대찌개,중국식,02 5470721,서울특별시 강남구 논현동 12-14,"[37.5167768, 127.0237491]",92.62,42.96,57.858000000000004
239,구봉산 돼지 갈비,한식,02 5774411,서울특별시 강남구 개포동 1230-7번지 ,"[37.4768897, 127.0478921]",73.7,36.17,47.429
240,행복한 스시,한식,02 5695696,서울특별시 강남구 대치동 961-4번지 ,"[37.5031955, 127.0597651]",92.49,3.16,29.958999999999996
241,청석골,한식,02 5584607,서울특별시 강남구 대치동 956-20번지 ,"[37.505789, 127.0600243]",80.71,15.27,34.901999999999994
242,치어스,한식,02 5756102,서울특별시 강남구 개포동 1237-5번지 ,"[37.4780984, 127.0461549]",53.66,52.69,52.980999999999995
243,남산옥,한식,02 5520809,서울특별시 강남구 대치동 997-13번지 ,"[37.5084265, 127.0661749]",97.85,44.47,60.483999999999995
244,초원,한식,02 5645077,서울특별시 강남구 삼성동 155-0번지 .1동 ,"[37.5095591, 127.0563146]",65.64,45.54,51.56999999999999
245,울돌목가는길,한식,02 5385252,서울특별시 강남구 삼성동 145-18번지 ,"[37.51212080000001, 127.0543956]",87.25,48.55,60.16
246,백년시래기,한식,02 5657574,서울특별시 강남구 역삼동 646-6번지 ,"[37.50062399999999, 127.0343156]",97.66,31.24,51.166
247,여의도 황소곱창,한식,02 5690055,서울특별시 강남구 역삼동 830-27번지 ,"[37.4940619, 127.0318059]",64.77,50.12,54.51499999999999
248,푸드2900역삼으뜸점,한식,02 5381445,서울특별시 강남구 역삼동 776-11번지 ,"[37.4937323, 127.040779]",65.8,51.72,55.94399999999999
249,취원,한식,02 5656178,서울특별시 강남구 역삼동 647-2번지 ,"[37.5005939, 127.0328311]",84.95,38.91,52.721999999999994
250,명인만두,분식,02 5562825,서울특별시 강남구 역삼동 644-4번지 ,"[37.500872, 127.0342253]",98.04,13.97,39.191
251,박대감내,한식,02 5457756,서울특별시 강남구 청담동 124-3번지 ,"[37.5247574, 127.0489392]",64.31,99.08,88.649
252,논골집,한식,02 5430135,서울특별시 강남구 청담동 127-19번지 ,"[37.5257099, 127.0524264]",62.85,13.32,28.179000000000002
253,나향반점,한식,02  515 9255,서울특별시 강남구 논현동 277-1번지 ,"[37.5098599, 127.0400716]",72.95,97.22,89.939
254,자봉한방삼계탕,한식,02   00000,서울특별시 강남구 논현동 127-0번지 ,"[37.5127946, 127.0282803]",77.67,31.07,45.05
255,목포집 2호점,한식,02 5116091,서울특별시 강남구 신사동 512-18번지 ,"[37.5173418, 127.0204895]",92.28,3.71,30.281000000000002
256,조선옥,한식,02 5642845,서울특별시 강남구 역삼동 672-35번지 (지상1~2층) ,"[37.503288, 127.0394613]",54.33,59.2,57.739
257,진도식당,한식,02 5680212,서울특별시 강남구 삼성동 141-0 성원빌딩지하5호,"[37.5055713, 127.0491588]",63.84,93.63,84.693
258,강강술래 역삼점,한식,02 5387890,서울특별시 강남구 역삼동 797-19번지 ,"[37.4941288, 127.0394508]",73.39,71.16,71.829
259,김가네,분식,02 5421219,서울특별시 강남구 논현동 61-15번지 지상1층 ,"[37.5199763, 127.0315119]",89.5,23.67,43.419
260,장금수부대찌개,한식,02 5619596,서울특별시 강남구 역삼동 823-0번지 ,"[37.4976831, 127.0324384]",96.66,51.39,64.971
261,울엄마추어탕,한식,02 5468577,서울특별시 강남구 역삼동 823-0번지 지하1층 ,"[37.4987464, 127.03169]",70.15,81.79,78.298
262,원당뼈다귀감자탕,한식,02 5087768,서울특별시 강남구 역삼동 645-20번지 ,"[37.5008118, 127.0339174]",66.86,91.96,84.42999999999998
263,순수한우,한식,02 5383721,서울특별시 강남구 대치동 1016-5번지 ,"[37.4975564, 127.059501]",66.3,86.89,80.713
264,풍원,한식,02 5170056,서울특별시 강남구 논현동 182-22번지 ,"[37.5069529, 127.0253033]",58.99,48.54,51.675
265,초막집숯불양곱창,한식,02 5724012,서울특별시 강남구 도곡동 410-0번지 ,"[37.4850017, 127.0420734]",95.8,40.82,57.31399999999999
266,서울식당,한식,02 5669947,서울특별시 강남구 역삼동 730-9번지 ,"[37.4988167, 127.0429736]",97.35,82.56,86.99699999999999
267,한솔냉면,한식,02 5473520,서울특별시 강남구 압구정동 429-0번지 ,"[37.5273268, 127.0274265]",92.68,5.67,31.773000000000003
268,신천생태전문점,한식,02 5174682,서울특별시 강남구 청담동 44-6번지 ,"[37.5187197, 127.0462862]",62.54,91.87,83.071
269,신사쭈꾸미,한식,02 5167160,서울특별시 강남구 신사동 628-41번지 ,"[37.521775, 127.0314287]",61.44,32.23,40.992999999999995
270,박사왕족발,한식,02 2260911,서울특별시 강남구 일원동 716번지 목련상가지층18호 ,"[37.48490779999999, 127.085378]",61.81,62.22,62.096999999999994
271,둘둘치킨,한식,02 5553413,서울특별시 강남구 대치동 946-15번지 ,"[37.5073871, 127.0629292]",97.47,93.87,94.95
272,청기와,한식,02 5451249,서울특별시 강남구 논현동 98-12번지 ,"[37.5202946, 127.0359457]",64.87,2.35,21.106
273,삼성동코엑스직영점(하남돼지집),한식,02 5010758,서울특별시 강남구 삼성동 151-21번지 ,"[37.5105356, 127.05561]",93.42,87.91,89.56299999999999
274,산봉면옥,한식,02 5450415,서울특별시 강남구 신사동 623-2번지 ,"[37.5254077, 127.0329203]",74.1,77.79,76.68299999999999
275,유정식당,한식,02 5114592,서울특별시 강남구 논현동 8-8번지 ,"[37.518326, 127.0280524]",99.41,53.23,67.08399999999999
276,뽈,한식,02 5391533,서울특별시 강남구 대치동 956-15번지 ,"[37.5055173, 127.0591727]",55.7,46.77,49.449
277,돈카라,한식,02 5639773,서울특별시 강남구 삼성동 141-1,"[37.5056797, 127.0491824]",78.64,8.38,29.458
278,사계절세꼬시회집,한식,02552 0606,서울특별시 강남구 삼성동 148-12번지 ,"[37.5113923, 127.056365]",53.28,95.63,82.92499999999998
279,전주고향집,한식,02 5560525,서울특별시 강남구 대치동 977-1번지 ,"[37.5018678, 127.0650498]",76.26,56.56,62.47
280,김밥월드 본점,한식,02 5675999,서울특별시 강남구 역삼동 791,"[37.4944959, 127.0378346]",82.65,57.44,65.003
281,마루가메제면 강남점,한식,02 5566760,서울특별시 강남구 역삼동 817번지 ,"[37.5005077, 127.0273798]",92.94,52.3,64.49199999999999
282,새마을식당,한식,02 5382249,서울특별시 강남구 삼성동 148-14번지 지상1층 ,"[37.5113524, 127.0565578]",75.1,86.16,82.84199999999998
283,빅투치킨,통닭(치킨),02 5755196,서울특별시 강남구 개포동 158-3번지 ,"[37.4826209, 127.0618151]",92.75,13.37,37.184
284,감미옥,한식,02 5186420,서울특별시 강남구 신사동 541-19번지 ,"[37.5187027, 127.0237964]",73.08,72.72,72.828
285,고향집,한식,02 5385470,서울특별시 강남구 대치동 957-4번지 ,"[37.5056728, 127.0584469]",51.71,95.91,82.65
286,서울식당,한식,02 4590074,서울특별시 강남구 수서동 736-0번지 7브럭7단지 상가동 B3호,"[37.4870719, 127.0983474]",87.23,10.17,33.288
287,일번지식당,한식,02 5423405,서울특별시 강남구 신사동 661-18번지 지상1층 ,"[37.5277028, 127.038577]",78.47,7.74,28.959
288,맛기행 사계절,한식,02 5389827,서울특별시 강남구 역삼동 726-15번지 ,"[37.4984934, 127.0384506]",97.26,17.34,41.316
289,김씨네,한식,02 5455290,서울특별시 강남구 신사동 627-6번지 ,"[37.5242673, 127.0326364]",63.69,33.04,42.235
290,명동 칼국수,분식,02 5750329,서울특별시 강남구 도곡동 417-1번지 ,"[37.4852796, 127.0447949]",59.16,66.99,64.64099999999999
291,문어앤치킨,분식,02 5171943,서울특별시 강남구 삼성동 153-1번지 지상1층 ,"[37.5111037, 127.0566786]",98.43,70.05,78.564
292,(주)한추,분식,02 5461781,서울특별시 강남구 신사동 549-9,"[37.5240393, 127.0234316]",57.38,45.82,49.288
293,창포,한식,02 5010155,서울특별시 강남구 대치동 936-18번지 ,"[37.4976232, 127.0540944]",55.37,56.61,56.23799999999999
294,오부찌,한식,02 5561466,서울특별시 강남구 역삼동 637-35번지 ,"[37.5007544, 127.0331807]",83.44,37.36,51.184
295,멕시카나 수서점,분식,02 4518002,서울특별시 강남구 수서동 736-0번지 7단지상가101호 ,"[37.4884349, 127.0723236]",88.28,1.08,27.24
296,용이네,한식,02 5454872,서울특별시 강남구 신사동 502-2번지 지상1층 ,"[37.51799889999999, 127.019758]",77.38,7.48,28.45
297,김가네김밥,분식,02 5425728,서울특별시 강남구 청담동 132-8번지 ,"[37.5220904, 127.0569294]",61.76,53.73,56.138999999999996
298,브라이언스커피,일식,02529 6399,서울특별시 강남구 도곡동 457,"[37.4838188, 127.0457712]",93.31,25.22,45.64699999999999
299,내림손 삼계탕,한식,02 5527873,서울특별시 강남구 대치동 956-15번지 ,"[37.5055173, 127.0591727]",68.99,6.32,25.121
300,빽돈(신논현 직영점),한식,02 5161700,서울특별시 강남구 논현동 164-13번지 지상1층 ,"[37.5077304, 127.023661]",89.08,1.37,27.683
301,횡성한우고향,한식,02   00000,서울특별시 강남구 삼성동 162-29번지 ,"[37.5142928, 127.0648734]",70.02,73.23,72.267
302,예손,일식,02 5010297,서울특별시 강남구 삼성동 158-24번지 ,"[37.5090435, 127.0583118]",54.33,86.56,76.89099999999999
303,병천황토방순대,한식,02 5797032,서울특별시 강남구 개포동 1193-12번지 ,"[37.4739363, 127.0488227]",63.47,73.11,70.218
304,아이,경양식,02 5654431,서울특별시 강남구 삼성동 153-60번지 ,"[37.5101157, 127.0575201]",88.03,64.1,71.279
305,쉘부르,경양식,02 5439751,서울특별시 강남구 청담동 132-8번지 ,"[37.5220904, 127.0569294]",75.15,59.8,64.405
306,신사숙녀여러분,경양식,02 5171080,서울특별시 강남구 신사동 644-15번지 ,"[37.526547, 127.035837]",50.07,32.17,37.54
307,카레전문점델리,경양식,02 5457545,서울특별시 강남구 신사동 640-2번지 지상2층204호 ,"[37.5278137, 127.0362641]",92.62,57.63,68.12700000000001
308,크레이지호스,경양식,02 5184976,서울특별시 강남구 신사동 546-6번지 ,"[37.5217086, 127.0229302]",98.28,8.47,35.413
309,미스터피자선릉점,경양식,02 5643306,서울특별시 강남구 역삼동 708-7번지 ,"[37.50397340000001, 127.0489971]",97.57,30.15,50.37599999999999
310,미림숯불돼지갈비,한식,02 5712754,서울특별시 강남구 개포동 1233-24번지 ,"[37.4778037, 127.0467036]",86.06,10.96,33.49
311,춘하추동밀면 논현직영점,경양식,02 5455874,서울특별시 강남구 논현동 98-12번지 나동 ,"[37.5202946, 127.0359457]",92.5,15.09,38.313
312,반포등심,경양식,02 5424644,서울특별시 강남구 논현동 98-12번지 나동2층 ,"[37.5202946, 127.0359457]",66.83,79.82,75.923
313,그랑아,경양식,02 5671101,서울특별시 강남구 역삼동 603-0번지 ,"[37.5052397, 127.0288826]",89.27,74.76,79.113
314,천미향,중국식,02 5585838,서울특별시 강남구 삼성동 165-12번지 지상23층 ,"[37.5135668, 127.0644469]",83.84,70.06,74.194
315,산야로,중국식,02 5631590,서울특별시 강남구 역삼동 720-24번지 ,"[37.50137429999999, 127.0422431]",64.53,71.3,69.26899999999999
316,주래등,중국식,02 5742458,서울특별시 강남구 논현동 97-8번지 ,"[37.5212746, 127.0362272]",69.86,3.31,23.275
